,address,checkins,city,country,created,icon,latitude,longitude,pid,title,type,updated
1,Мячковский б-р 3а,435,1,1,1280741941,https://vk.com/images/places/clubs.png,55.657941,37.751574,1,Baila Baila,4,1487519142.0
2,Дачная 2а,14,123,1,1280741941,https://vk.com/images/places/clubs.png,53.202017,50.141377,2,Lust,4,1483478197.0
3,Лени Голикова 29,8,2,1,1280741941,https://vk.com/images/places/clubs.png,59.843376,30.23148,3,Тайфун,4,1486398333.0
4,Героев Танкограда 63,8,158,1,1280741941,https://vk.com/images/places/clubs.png,55.174954,61.451611,4,Hollywood,4,1470157376.0
5,Мусы Джалиля 14К1,38,99,1,1280741941,https://vk.com/images/places/clubs.png,54.860834,83.091932,5,Барабас,4,1488719884.0
6,Мусы Джалиля 14,6,99,1,1280741941,https://vk.com/images/places/clubs.png,54.861114,83.091415,6,Опера,4,1471622459.0
7,Труда 153,15,158,1,1280741941,https://vk.com/images/places/clubs.png,55.166948,61.395017,7,Малахит,4,1470755251.0
8,Сони Кривой 81,3,158,1,1280741941,https://vk.com/images/places/clubs.png,55.157006,61.365395,8,Полет,4,1455942973.0
9,просп. Ленина 66а,161,158,1,1280741941,https://vk.com/images/places/clubs.png,55.160365,61.380302,9,Уральские пельмени,4,1488790394.0
10,Гурьянова 31,13,1,1,1280741941,https://vk.com/images/places/clubs.png,55.684858,37.7183,10,Salvador Dali,4,1445916103.0
11,Энгельса 1К1,1,99,1,1280741941,https://vk.com/images/places/clubs.png,54.871906,83.106557,11,Четыре комнаты,4,1485185205.0
12,Железноводская 68,3,2,1,1280741941,https://vk.com/images/places/clubs.png,59.949213,30.234373,12,Занзибар,4,1464970951.0
13,ул.Красная 24,2,2,1,1280741941,https://vk.com/images/places/clubs.png,59.960462,30.286592,13,Проект,4,1424342052.0
14,Полтавская 7,3,2,1,1280741941,https://vk.com/images/places/clubs.png,59.92672,30.368536,14,La,4,1443370445.0
15,2-я Брестская 6,5,1,1,1280741941,https://vk.com/images/places/clubs.png,55.770968,37.591562,15,Моспроект,4,1444136906.0
16,2-ая Боровая 11б,4,10,1,1280741941,https://vk.com/images/places/clubs.png,48.721596,44.535346,16,Зажигалка,4,1487744022.0
17,Мира 23,2,49,1,1280741941,https://vk.com/images/places/clubs.png,56.840941,60.652137,17,Центр мира,4,1484292974.0
18,Московский проспект 20,6,99,1,1280741941,https://vk.com/images/places/clubs.png,55.029394,82.933293,18,The Past Pavilion,4,1408181395.0
19,Ланское ш. 15,20,2,1,1280741941,https://vk.com/images/places/clubs.png,59.991147,30.307604,19,Вертеп Карабаса Барабаса,4,1483213887.0
20,Лубянский пр. 25К1,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.757116,37.63146,20,Дом Кукера,4,1344699423.0
21,Литейный пр. ,8,158,1,1280741941,https://vk.com/images/places/clubs.png,55.151862,61.304467,21,Летняя веранда Geometria,4,1400922818.0
22,Новослободская 26,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.783104,37.598025,22,Хроника-бар,4,1398172658.0
23,Черноморская 37а,0,72,1,1280741941,https://vk.com/images/places/clubs.png,45.030744,39.107527,23,Какаду,4,1432388193.0
24,ская 208,0,72,1,1280741941,https://vk.com/images/places/clubs.png,55.676783,37.762449,24,СУ-27,4,1449301456.0
25,Богданова 138,5,72,1,1280741941,https://vk.com/images/places/clubs.png,45.020991,39.000241,25,Кокос,4,1450843425.0
26,Северная 620,6,72,1,1280741941,https://vk.com/images/places/clubs.png,45.039534,38.979894,26,Распутин,4,1347860252.0
27,Мира 1б,1,151,1,1280741941,https://vk.com/images/places/clubs.png,54.813967,56.059096,27,Goldy,4,1480202182.0
28,1-я Останкинская 23,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.82439,37.622387,28,Club 23,4,1478494262.0
29,Ленина 119,1,49,1,1280741941,https://vk.com/images/places/clubs.png,56.839774,60.615122,29,Камелот,4,1375732133.0
30,ул. 8 Марта 13,5,49,1,1280741941,https://vk.com/images/places/clubs.png,56.83615,60.600448,30,Down Town,4,1348161178.0
31,Кирова 113К2,5,99,1,1280741941,https://vk.com/images/places/clubs.png,55.013007,82.954521,31,Небо,4,1485262239.0
32,Щелковское ш. 5,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.80402,37.755266,32,Каста,4,1476629730.0
33,Зеленодольская 43,9,1,1,1280741941,https://vk.com/images/places/clubs.png,55.702617,37.766585,33,Campanello,4,1418312932.0
34, 15,17,1,1,1280741941,https://vk.com/images/places/clubs.png,55.930433,37.852652,34,Atoll,4,1487145750.0
35,Покровка 18К18,49,1,1,1280741941,https://vk.com/images/places/clubs.png,55.758808,37.646435,35,Карибы,4,1464394100.0
36,наб. Мартынова 94,11,2,1,1280741941,https://vk.com/images/places/clubs.png,59.975815,30.245647,36,RT-1,4,1431799139.0
37,пр. Большевиков 59б,3,123,1,1280741941,https://vk.com/images/places/clubs.png,53.211897,50.209922,37,Золотая чаша,4,1484323377.0
38,М. Сухаревская пл. 70а,2,57,1,1280741941,https://vk.com/images/places/clubs.png,52.342141,104.213358,38,Barracuda,4,1469999342.0
39,Кастанаевская 38,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.73587,37.479627,39,Стрела,4,1427931040.0
40,7-й Северный Форт ,0,57,1,1280741941,https://vk.com/images/places/clubs.png,52.313021,104.27568,40,Leto Project,4,
41,новочеркасский 29К1,176,1,1,1280741941,https://vk.com/images/places/clubs.png,55.653665,37.76672,41,Жажда,4,1488936401.0
42,Ланское шоссе 48,0,42,1,1280741941,https://vk.com/images/places/clubs.png,51.680157,39.175467,42,Tarantul,4,1352796109.0
43,Комсомольская 2,12,151,1,1280741941,https://vk.com/images/places/clubs.png,54.737465,55.990797,43,Sova,4,1487875573.0
44,просп. Мира 119,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.828703,37.633688,44,M-Club,4,1343241861.0
45,просп. Мира 150,13,1,1,1280741941,https://vk.com/images/places/clubs.png,55.822463,37.646768,45,Happyland,4,1477952343.0
46,Маяковского 65К1,65,1,1,1280741941,https://vk.com/images/places/clubs.png,55.730466,37.623726,46,FAQ-Caf?,4,1450637272.0
47,Волков пер. 13К1,1,1,1,1280741941,https://vk.com/images/places/clubs.png,55.76365,37.574013,47,Все свои,4,1398891495.0
48,3-я ул. Ямского поля 15,5,1,1,1280741941,https://vk.com/images/places/clubs.png,55.782486,37.579381,48,Мажор Холл,4,1481352467.0
49,Попова 6,1,49,1,1280741941,https://vk.com/images/places/clubs.png,56.83617,60.592444,49,Tele-port,4,1339512172.0
50,Дачная 2,13,123,1,1280741941,https://vk.com/images/places/clubs.png,53.20206,50.141302,50,Айсберг,4,1484216419.0
51,Толмачева 12,3,49,1,1280741941,https://vk.com/images/places/clubs.png,56.838258,60.61024,51,Квартира,4,1317407641.0
52,Блюхера 58,7,49,1,1280741941,https://vk.com/images/places/clubs.png,56.846095,60.632455,52,F1,4,1489065837.0
53,Тельмана 46,4,72,1,1280741941,https://vk.com/images/places/clubs.png,45.04084,38.987512,53,V-Twin,4,1450563400.0
54,Большой просп. П.С. 43,4,2,1,1280741941,https://vk.com/images/places/clubs.png,59.960769,30.304882,54,Держись,4,1481833684.0
55,просп. Ленина 97,0,87,1,1280741941,https://vk.com/images/places/clubs.png,68.975689,33.094932,55,Умка,4,1334576477.0
56,Летниковская 6а,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.726056,37.644585,56,Восточный дом,4,1476253334.0
57,Холодильный пер. 3,52,1,1,1280741941,https://vk.com/images/places/clubs.png,55.708917,37.625451,57,Tuning Hall,4,1478730326.0
58,Первомайская ул. 16,0,49,1,1280741941,https://vk.com/images/places/clubs.png,56.817774,60.676729,58,PV,4,1337959046.0
59,Б.Никитская 19К13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.756974,37.600963,59,Blues Time,4,
60,Паустовского 8К1,9,1,1,1280741941,https://vk.com/images/places/clubs.png,55.599072,37.538373,60,Икенга,4,1444593384.0
61,Санкт-Петербургскийский 6,0,158,1,1280741941,https://vk.com/images/places/clubs.png,55.157428,61.394918,61,Sugar Free,4,1408264235.0
62,Московский просп. 97,1,2,1,1280741941,https://vk.com/images/places/clubs.png,59.893231,30.317243,62,Моссoncert,4,1464604059.0
63,Новопесчаная 12,9,1,1,1280741941,https://vk.com/images/places/clubs.png,55.798849,37.513233,63,Питер,4,1487458011.0
64,Берсеневская наб. 6К3,14,1,1,1280741941,https://vk.com/images/places/clubs.png,55.740603,37.609254,64,Палитра,4,1387435202.0
65,Театральный пр. 3К3,80,1,1,1280741941,https://vk.com/images/places/clubs.png,55.759993,37.622603,65,Мастерская,4,1474554797.0
66,Новослободская 46,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.785792,37.595609,66,Рэй,4,1350145859.0
67,Донская 15,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.723693,37.608113,67,Newton Bar,4,1408196873.0
68,Вавилова 65,9,1,1,1280741941,https://vk.com/images/places/clubs.png,55.684655,37.554394,68,X.O.,4,1463143649.0
69,Дзержинского 98а,3,134,1,1280741941,https://vk.com/images/places/clubs.png,45.044998,41.978031,69,Live city dance hall,4,1461591668.0
70,Ломоносова 72К2,0,72,1,1280741941,https://vk.com/images/places/clubs.png,45.022074,38.979418,70,Караганда,4,1347262494.0
71,Стартовая 19а,4,483,1,1280741941,https://vk.com/images/places/clubs.png,55.837879,37.300431,71,Пятница,4,1465751310.0
72,Подзеленье ,82,169,1,1280741941,https://vk.com/images/places/clubs.png,57.621166,39.897002,72,Мед,4,1482030724.0
73,Дачная 2,31,123,1,1280741941,https://vk.com/images/places/clubs.png,53.201974,50.141302,73,Оперетта,4,1402788034.0
74,Комендантский 47,21,2,1,1280741941,https://vk.com/images/places/clubs.png,59.89973,30.289799,74,Place,4,1487878373.0
75,Токарей 24,1,49,1,1280741941,https://vk.com/images/places/clubs.png,56.837957,60.561362,75,Mixx,4,1412055932.0
76,Профессора Баранова 34,1,61,1,1280741941,https://vk.com/images/places/clubs.png,54.721312,20.510802,76,Moon,4,1350827048.0
77,Металлистов 10,10,49,1,1280741941,https://vk.com/images/places/clubs.png,56.810847,61.331191,77,Riviera,4,1448539284.0
78,Большая Монетная 7,6,1,1,1280741941,https://vk.com/images/places/clubs.png,55.725706,37.673457,78,Tabula Rasa,4,1440187616.0
79,Профсоюзная 27К1,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.673869,37.559505,79,Джазман,4,1469052377.0
80,Опалихинская 15,0,49,1,1280741941,https://vk.com/images/places/clubs.png,56.848699,60.564452,80,City,4,1422889469.0
81,ул. Казанская 7,0,2,1,1280741941,https://vk.com/images/places/clubs.png,59.933519,30.323863,81,Kvartal,4,1343684308.0
82,Куйбышева 4,0,110,1,1280741941,https://vk.com/images/places/clubs.png,58.014536,56.232632,82,Loco,4,
83,Гоголя 1,8,112,1,1280741941,https://vk.com/images/places/clubs.png,61.783937,34.366201,83,"""Barcelona"" Cafe-Bar-Club",4,1389215639.0
84,промзона 1а,1,95,1,1280741941,https://vk.com/images/places/clubs.png,56.34282,43.835082,84,Рим,4,1353399862.0
85,М.Бронная 10,1,1,1,1280741941,https://vk.com/images/places/clubs.png,55.760722,37.596669,85,Rush,4,1391184609.0
86,Ниж.Сусальный пер. 5К15а,10,1,1,1280741941,https://vk.com/images/places/clubs.png,55.76129,37.663068,86,Воздух,4,1351503991.0
87,Таганская 2,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.73549,37.616953,87,Mixtura,4,1354090093.0
88,просп. Энгельса 154,0,2,1,1280741941,https://vk.com/images/places/clubs.png,60.058668,30.336112,88,Запой,4,
89,Крымский вал 3К2,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.72927,37.609124,89,Pridebar,4,1447351752.0
90,Б.Златоустинский пер. 7,75,1,1,1280741941,https://vk.com/images/places/clubs.png,55.758686,37.632768,90,Bourbon Street,4,1487360669.0
91,М.Посадская 19,1,2,1,1280741941,https://vk.com/images/places/clubs.png,59.957859,30.330169,91,Антресоль,4,1365719750.0
92,1-й Смоленский пер. 3,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.746608,37.57969,92,Mafia,4,1353429568.0
93,Новозаводская 27,9,1,1,1280741941,https://vk.com/images/places/clubs.png,55.749729,37.498788,93,Главклуб,4,1440799301.0
94,Земляной Вал 75,24,1,1,1280741941,https://vk.com/images/places/clubs.png,55.745985,37.655975,94,Double Bourbon,4,1488996719.0
95,Баррикадная 5,10,859,1,1280741941,https://vk.com/images/places/clubs.png,55.910276,37.856758,95,The Best Club,4,1485000981.0
96,Таганская пл. 20К13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.7664,37.667137,96,Studio 54,4,
97,пл. Ломоносова 2К4,0,57,1,1280741941,https://vk.com/images/places/clubs.png,52.262714,104.241476,97,Полигон,4,1343052876.0
98,Паустовского 8К1,8,1,1,1280741941,https://vk.com/images/places/clubs.png,55.599072,37.538273,98,Шпилька,4,1423505049.0
99,Дубининская 69,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.714921,37.634502,99,Serebro,4,1460235700.0
100,просп. Испытателей 26К2,14,2,1,1280741941,https://vk.com/images/places/clubs.png,60.005873,30.269416,100,Vinyl Story Club,4,1439145994.0
101,Хорошевское ш. 39,10,1,1,1280741941,https://vk.com/images/places/clubs.png,55.777282,37.513682,101,Закрома Родины,4,1486991368.0
102,Волгоградский пр. 6К1,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.819257,37.564918,102,Shambor,4,1429364458.0
103,Красная 174,6,72,1,1280741941,https://vk.com/images/places/clubs.png,45.044215,38.978466,103,Infiniti,4,1406984147.0
104,Пестеля 7,10,2,1,1280741941,https://vk.com/images/places/clubs.png,59.94188,30.341479,104,Китайский летчик Джао Да,4,1352833107.0
105,Тимирязевская 11,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.598843,37.516171,105,Dark Woods,4,1280943098.0
106,Бутырский Вал 5,17,1,1,1280741941,https://vk.com/images/places/clubs.png,55.779474,37.58526,106,Жара,4,1367524324.0
107,Декабристов 81,2,60,1,1280741941,https://vk.com/images/places/clubs.png,55.818523,49.092239,107,Neo Territory,4,1427264345.0
108,Полярные Зори 51К33,0,87,1,1280741941,https://vk.com/images/places/clubs.png,67.374576,32.503702,108,Декабрь,4,
109,Комсомольская пл. 89,0,123,1,1280741941,https://vk.com/images/places/clubs.png,53.215343,50.24581,109,Движение,4,1439476666.0
110,просп. Гагарина 29,5,95,1,1280741941,https://vk.com/images/places/clubs.png,56.292438,43.979845,110,Затерянный рай,4,1408089250.0
111,М.Дмитровка 23К15,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.770578,37.604915,111,Синяя птица,4,1439145999.0
112,просп. Ленина 46,0,146,1,1280741941,https://vk.com/images/places/clubs.png,54.184551,37.607601,112,Анастасия,4,1484314176.0
113,Кадашевская наб. 6К1,29,1,1,1280741941,https://vk.com/images/places/clubs.png,55.742833,37.617186,113,Третьяков,4,1399641889.0
114,просп. Победы 168,5,158,1,1280741941,https://vk.com/images/places/clubs.png,55.184896,61.399338,114,Такси-блюз,4,1420577614.0
115,Рабоче-Крестьянская 2К1,4,10,1,1280741941,https://vk.com/images/places/clubs.png,48.699629,44.503815,115,Калипсо,4,1476551882.0
116,М.Сухаревская пл. К38,5,1,1,1280741941,https://vk.com/images/places/clubs.png,55.785017,37.53287,116,Арсенал,4,1431089197.0
117,Мясницкая 13,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.762449,37.632395,117,Вос-дух,4,1354178187.0
118,Карла Маркса 68,2,42,1,1280741941,https://vk.com/images/places/clubs.png,51.663663,39.206297,118,Bit Town,4,1335199529.0
119,Красная 139,2,72,1,1280741941,https://vk.com/images/places/clubs.png,45.044979,38.977029,119,Барсук,4,1418831110.0
120,Энгельса 107,3,158,1,1280741941,https://vk.com/images/places/clubs.png,55.148765,61.381075,120,Парк,4,1415599933.0
121,Красная 36,8,112,1,1280741941,https://vk.com/images/places/clubs.png,61.789079,34.353688,121,Контакт,4,1481130988.0
122,Ставропольская 12,36,112,1,1280741941,https://vk.com/images/places/clubs.png,61.810098,34.332272,122,Территория,4,1458425503.0
123,Новокузнецкая 59а,3,158,1,1280741941,https://vk.com/images/places/clubs.png,55.162947,61.389232,123,Монте-Карло,4,1481646028.0
124,Свободы 46,11,169,1,1280741941,https://vk.com/images/places/clubs.png,57.626034,39.869164,124,Старый город,4,1451071519.0
125,Сергея Макеева 9,191,1,1,1280741941,https://vk.com/images/places/clubs.png,55.761629,37.550837,125,Milk,4,1459975519.0
126,Рогожский Вал 6К2,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.742767,37.674526,126,Platina,4,1369337619.0
127,Менделеевская 2,0,146,1,1280741941,https://vk.com/images/places/clubs.png,54.191984,37.623555,127,Бригантина,4,1316065486.0
128,Ясная 2,1,49,1,1280741941,https://vk.com/images/places/clubs.png,56.816336,60.584691,128,Партия,4,1354719461.0
129,Волгоградский просп. 3,5,2,1,1280741941,https://vk.com/images/places/clubs.png,59.962944,30.412051,129,Free for Fun,4,1421259625.0
130,Лубянский пр. 15К2,2,1,1,1280741941,https://vk.com/images/places/clubs.png,55.756619,37.632489,130,Ля Мур,4,1485939118.0
131,Газеты «Звезда» 38б,3,110,1,1280741941,https://vk.com/images/places/clubs.png,58.007494,56.248559,131,New Star,4,1407073258.0
132,Беговая ул. 47,5,49,1,1280741941,https://vk.com/images/places/clubs.png,56.809497,60.601184,132,Red Cafe,4,1489176765.0
133,Маршала Казакова 13,9,2,1,1280741941,https://vk.com/images/places/clubs.png,59.860075,30.236709,133,Pickup Night Club,4,1479033081.0
134,Страстной б-р 8а,8,1,1,1280741941,https://vk.com/images/places/clubs.png,55.766258,37.610867,134,Babуlon Private Club,4,1389480417.0
135,Летниковская 11К10,124,1,1,1280741941,https://vk.com/images/places/clubs.png,55.724545,37.646372,135,Форум холл,4,1479193606.0
136,Малышева 3К2,13,1,1,1280741941,https://vk.com/images/places/clubs.png,55.701957,37.742735,136,От заката до рассвета,4,1489094464.0
137,Комсомольский просп. 28,1,1,1,1280741941,https://vk.com/images/places/clubs.png,55.727019,37.579681,137,Maska,4,1353173698.0
138,Газетный пер. 84,2,119,1,1280741941,https://vk.com/images/places/clubs.png,47.2272,39.714105,138,Асмолов,4,1415977754.0
139,факс)Новопесчаная 233б,3,119,1,1280741941,https://vk.com/images/places/clubs.png,47.234941,39.732162,139,Камасутра,4,1437782011.0
140,Лиговский просп. 50К13,8,2,1,1280741941,https://vk.com/images/places/clubs.png,59.925259,30.358139,140,Jesus,4,1390481354.0
141,Бауманская 5,18,625,1,1280741941,https://vk.com/images/places/clubs.png,56.344391,37.510628,141,Гелиос,4,1422006152.0
142,пл. Киевского Вокзала 2,64,1,1,1280741941,https://vk.com/images/places/clubs.png,55.74449,37.566302,142,Face,4,1479829094.0
143,Московская 75,63,78,1,1280741941,https://vk.com/images/places/clubs.png,52.608197,39.532349,143,Мегаполис,4,1488822518.0
144,Кузнецкий мост 3,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.761224,37.616575,144,Shelter,4,1458486877.0
145,Школьная 21,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.745808,37.672109,145,Old Street,4,1415890476.0
146,Усиевича 12К14,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.806267,37.528285,146,Manhattan,4,1421991528.0
147,Братиславская ,14,158,1,1280741941,https://vk.com/images/places/clubs.png,55.070035,60.107668,147,Van Gogh,4,1469622901.0
148,просп. Испытателей ,1,2,1,1280741941,https://vk.com/images/places/clubs.png,60.004586,30.285519,148,Malina,4,1345534546.0
149,Невский просп. 32К34,4,2,1,1280741941,https://vk.com/images/places/clubs.png,59.935534,30.328561,149,RAFINAD,4,1351964889.0
150,Республиканская 3К4,95,169,1,1280741941,https://vk.com/images/places/clubs.png,57.640084,39.885908,150,Король Королю,4,1477686741.0
151,Гоголя 15,135,99,1,1280741941,https://vk.com/images/places/clubs.png,55.043154,82.92405,151,Изюм,4,1489178710.0
152,Подольская 21,4,60,1,1280741941,https://vk.com/images/places/clubs.png,55.786764,49.122903,152,Тихое место,4,1351930904.0
153,Октябрьская 35,35,99,1,1280741941,https://vk.com/images/places/clubs.png,55.025003,82.919019,153,Rublev Bar,4,1463735379.0
154,добавочный 1а,5,42,1,1280741941,https://vk.com/images/places/clubs.png,51.653282,39.174568,154,Black and White,4,1355670999.0
155,Декабристов пл. 10,12,1,1,1280741941,https://vk.com/images/places/clubs.png,55.764085,37.487335,155,Бульвар,4,1488609928.0
156,наб. Большой Невки 10,13,110,1,1280741941,https://vk.com/images/places/clubs.png,58.008052,56.183863,156,Студклуб ПГУ,4,1475246364.0
157,Жуковского 102,43,99,1,1280741941,https://vk.com/images/places/clubs.png,55.0619,82.891297,157,Танцуки,4,1487499618.0
158,Верхний ,6,99,1,1280741941,https://vk.com/images/places/clubs.png,55.04157,82.934075,158,Красная площадь,4,1486620121.0
159,Ленинградский просп. 31,768,1,1,1280741941,https://vk.com/images/places/clubs.png,55.785994,37.559056,159,Arena Moscow,4,1484762691.0
160,выборгская 14,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.752242,37.633167,160,Лед,4,1354388918.0
161,Комендантский просп. 271,10,2,1,1280741941,https://vk.com/images/places/clubs.png,60.018425,30.24845,161,Take Five,4,1466759190.0
162,Забелина 1,3,1,1,1280741941,https://vk.com/images/places/clubs.png,55.754466,37.637367,162,Подвал на Солянке,4,1456810987.0
163,Петрозаводская 22,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.77716,37.565003,163,Times,4,1351286838.0
164,Липецкая 10,2,133,1,1280741941,https://vk.com/images/places/clubs.png,43.605614,39.715731,164,Agava,4,1435967164.0
165,Красных Партизан 204,1,72,1,1280741941,https://vk.com/images/places/clubs.png,45.049666,38.964848,165,Chicago,4,1415469012.0
166,Шпалерная 24,0,2,1,1280741941,https://vk.com/images/places/clubs.png,59.94946,30.350902,166,Пегас,4,1342913520.0
167,наб. канала Грибоедова 7,3,2,1,1280741941,https://vk.com/images/places/clubs.png,59.938982,30.327381,167,Бархат,4,1347703068.0
168,Тушинская ,9,146,1,1280741941,https://vk.com/images/places/clubs.png,54.190994,37.612757,168,Комплекс «Карамболь»,4,1455323799.0
169,Щукинская ,0,146,1,1280741941,https://vk.com/images/places/clubs.png,54.18846,37.681146,169,Петушки,4,
170,Д Ульянова 23,2,146,1,1280741941,https://vk.com/images/places/clubs.png,54.191747,37.584496,170,Бавария,4,1395998806.0
171,Ломоносовский пр. 5,7,146,1,1280741941,https://vk.com/images/places/clubs.png,54.511823,37.0514,171,Summer Club,4,1470776262.0
172,просп. Ленина 82,4,87,1,1280741941,https://vk.com/images/places/clubs.png,68.971302,33.077546,172,The Centre,4,1393937860.0
173,Ф.Энгельса 66,4,146,1,1280741941,https://vk.com/images/places/clubs.png,54.176525,37.594081,173,Чили,4,1391970598.0
174,Петроградская наб. ,6,2,1,1280741941,https://vk.com/images/places/clubs.png,59.957185,30.335727,174,Забава-бар,4,1485665377.0
175,Садовая 11,0,2,1,1280741941,https://vk.com/images/places/clubs.png,59.935412,30.334948,175,Seven Rooms,4,1407974721.0
176,Комендантский просп. 9К2,1,2,1,1280741941,https://vk.com/images/places/clubs.png,60.005459,30.263398,176,Versailles,4,1359788285.0
177,Страстной б-р 4К3,1,1,1,1280741941,https://vk.com/images/places/clubs.png,55.764987,37.608472,177,Пурга,4,1282085350.0
178,Маяковскай 71,4,61,1,1280741941,https://vk.com/images/places/clubs.png,54.681373,20.482882,178,Подводная лодка,4,1481460952.0
179,Марата 23,0,2,1,1280741941,https://vk.com/images/places/clubs.png,59.927874,30.352537,179,Barry White,4,
180,Бекетова 73а,3,95,1,1280741941,https://vk.com/images/places/clubs.png,56.293857,44.03051,180,Звезда,4,1399892566.0
181,Лесная 23,5,123,1,1280741941,https://vk.com/images/places/clubs.png,53.213078,50.125984,181,Леди-Рай,4,1445445356.0
182,осковский просп 37,4,60,1,1280741941,https://vk.com/images/places/clubs.png,55.767438,49.183867,182,Банзай,4,1393077272.0
183,Средний просп. В.О. ,0,2,1,1280741941,https://vk.com/images/places/clubs.png,59.938725,30.263496,183,Dance jazz-hall,4,1349473207.0
184,Болотная наб. 9а,8,1,1,1280741941,https://vk.com/images/places/clubs.png,55.740841,37.611212,184,Элизиум,4,1385848680.0
185,Ворошиловский просп. 12,1,119,1,1280741941,https://vk.com/images/places/clubs.png,47.219936,39.720259,185,Тема,4,1336629565.0
186,Невский 2а,20,1463,1,1280741941,https://vk.com/images/places/clubs.png,55.996198,37.21696,186,Bell Pub,4,1465678951.0
187,Максима Горького 87,2,99,1,1280741941,https://vk.com/images/places/clubs.png,55.028068,82.928604,187,Оскар,4,1350639907.0
188,3-я Советская 7,1,2,1,1280741941,https://vk.com/images/places/clubs.png,59.932117,30.369471,188,Галар «Кампот»,4,1312373961.0
189,Невский просп. 7К9,10,2,1,1280741941,https://vk.com/images/places/clubs.png,59.936544,30.313829,189,Celebrity,4,1356192071.0
190,Енисейская 5К2,4,1,1,1280741941,https://vk.com/images/places/clubs.png,55.858902,37.659578,190,Sharhouse,4,1420375617.0
191,Мориса Тереза просп ,1,119,1,1280741941,https://vk.com/images/places/clubs.png,47.227163,39.744968,191,Stereo Пляж,4,1438717729.0
192,Болдина ,6,146,1,1280741941,https://vk.com/images/places/clubs.png,54.17847,37.573744,192,Корона,4,1441484463.0
193,Шолохова 316,16,119,1,1280741941,https://vk.com/images/places/clubs.png,47.269994,39.824239,193,Zoloto,4,1485015671.0
194,Моховая 11,169,1,1,1280741941,https://vk.com/images/places/clubs.png,55.756184,37.61132,194,Дума,4,1485188800.0
195,Садовая 28-30,7,2,1,1280741941,https://vk.com/images/places/clubs.png,59.928077,30.327645,195,Черт Побери!,4,1485482927.0
196,Сельскохозяйственная 15К3,0,1,1,1280741941,https://vk.com/images/places/clubs.png,55.836686,37.638144,196,Сирена,4,1381481809.0
197,Лесная 43,8,1,1,1280741941,https://vk.com/images/places/clubs.png,55.780709,37.590506,197,Поляна,4,1369935530.0
198,Чапаева 5,16,2,1,1280741941,https://vk.com/images/places/clubs.png,59.958989,30.332747,198,Baranka,4,1355643966.0
199,Новослободская 36К1,13,1,1,1280741941,https://vk.com/images/places/clubs.png,55.784703,37.59648,199,New York Bar & Lounge,4,1391200362.0
200,Заневский просп. 38,7,2,1,1280741941,https://vk.com/images/places/clubs.png,59.933,30.431427,200,Las Vegas,4,1481914239.0
201,Покровка 17,215,1,1,1280741941,https://vk.com/images/places/clubs.png,55.759653,37.645258,201,Cuba Libre,4,1485662302.0
202,Рубинштейна 13,45,2,1,1280741941,https://vk.com/images/places/clubs.png,59.929538,30.343509,202,Terminal,4,1427619600.0
203,Белинского 9,3,2,1,1280741941,https://vk.com/images/places/clubs.png,59.937756,30.346402,203,Et Cetera,4,1344621614.0
204,наб. канала Грибоедова 7,153,2,1,1280741941,https://vk.com/images/places/clubs.png,59.938982,30.327281,204,Акакао,4,1489268549.0
205,Красная 64,162,72,1,1280741941,https://vk.com/images/places/clubs.png,45.026616,38.971405,205,Сахар,4,1488706839.0
206,В. Красносельская 44а,2,10,1,1280741941,https://vk.com/images/places/clubs.png,48.808495,44.767952,206,Sweet Life,4,1423380883.0
207,Ниж.Сусальный пер. 5,1,1,1,1280741941,https://vk.com/images/places/clubs.png,55.761338,37.663033,207,Aura,4,1395698910.0
208,Ленина 8,0,57,1,1280741941,https://vk.com/images/places/clubs.png,52.28858,104.278423,208,Амстердам,4,
209,Рождественская 20,102,95,1,1280741941,https://vk.com/images/places/clubs.png,56.328414,43.990311,209,Shizgara,4,1486848234.0
